CountyState_FIPS,County_Name_wState_Abbreviation,State,COUNTYNM,Level_of_Maternity_Care_0mcd_1Low_2mod_3access,Level_of_Maternity_Care_Label,GroupLevel,MapGeoColor,MapGeoId,MapGeoInfo
20091,"Johnson, Kansas",Kansas,Johnson,3,Access to Maternity Care,GroupLevel3,3,20091,Level of Maternity Care: Access to Maternity Care
20093,"Kearny, Kansas",Kansas,Kearny,3,Access to Maternity Care,GroupLevel3,3,20093,Level of Maternity Care: Access to Maternity Care
20095,"Kingman, Kansas",Kansas,Kingman,0,Maternity Care Desert,GroupLevel0,0,20095,Level of Maternity Care: Maternity Care Desert
20097,"Kiowa, Kansas",Kansas,Kiowa,0,Maternity Care Desert,GroupLevel0,0,20097,Level of Maternity Care: Maternity Care Desert
20099,"Labette, Kansas",Kansas,Labette,3,Access to Maternity Care,GroupLevel3,3,20099,Level of Maternity Care: Access to Maternity Care
20101,"Lane, Kansas",Kansas,Lane,0,Maternity Care Desert,GroupLevel0,0,20101,Level of Maternity Care: Maternity Care Desert
20103,"Leavenworth, Kansas",Kansas,Leavenworth,2,Moderate Access to Care,GroupLevel2,2,20103,Level of Maternity Care: Moderate Access to Care
20105,"Lincoln, Kansas",Kansas,Lincoln,0,Maternity Care Desert,GroupLevel0,0,20105,Level of Maternity Care: Maternity Care Desert
20107,"Linn, Kansas",Kansas,Linn,0,Maternity Care Desert,GroupLevel0,0,20107,Level of Maternity Care: Maternity Care Desert
20109,"Logan, Kansas",Kansas,Logan,0,Maternity Care Desert,GroupLevel0,0,20109,Level of Maternity Care: Maternity Care Desert
20111,"Lyon, Kansas",Kansas,Lyon,3,Access to Maternity Care,GroupLevel3,3,20111,Level of Maternity Care: Access to Maternity Care
20115,"Marion, Kansas",Kansas,Marion,0,Maternity Care Desert,GroupLevel0,0,20115,Level of Maternity Care: Maternity Care Desert
20117,"Marshall, Kansas",Kansas,Marshall,3,Access to Maternity Care,GroupLevel3,3,20117,Level of Maternity Care: Access to Maternity Care
20113,"McPherson, Kansas",Kansas,McPherson,3,Access to Maternity Care,GroupLevel3,3,20113,Level of Maternity Care: Access to Maternity Care
20119,"Meade, Kansas",Kansas,Meade,0,Maternity Care Desert,GroupLevel0,0,20119,Level of Maternity Care: Maternity Care Desert
20121,"Miami, Kansas",Kansas,Miami,2,Moderate Access to Care,GroupLevel2,2,20121,Level of Maternity Care: Moderate Access to Care
20123,"Mitchell, Kansas",Kansas,Mitchell,1,Low Access to Care,GroupLevel1,1,20123,Level of Maternity Care: Low Access to Care
20125,"Montgomery, Kansas",Kansas,Montgomery,3,Access to Maternity Care,GroupLevel3,3,20125,Level of Maternity Care: Access to Maternity Care
20127,"Morris, Kansas",Kansas,Morris,3,Access to Maternity Care,GroupLevel3,3,20127,Level of Maternity Care: Access to Maternity Care
20129,"Morton, Kansas",Kansas,Morton,0,Maternity Care Desert,GroupLevel0,0,20129,Level of Maternity Care: Maternity Care Desert
20131,"Nemaha, Kansas",Kansas,Nemaha,3,Access to Maternity Care,GroupLevel3,3,20131,Level of Maternity Care: Access to Maternity Care
20133,"Neosho, Kansas",Kansas,Neosho,3,Access to Maternity Care,GroupLevel3,3,20133,Level of Maternity Care: Access to Maternity Care
20135,"Ness, Kansas",Kansas,Ness,0,Maternity Care Desert,GroupLevel0,0,20135,Level of Maternity Care: Maternity Care Desert
20137,"Norton, Kansas",Kansas,Norton,1,Low Access to Care,GroupLevel1,1,20137,Level of Maternity Care: Low Access to Care
20139,"Osage, Kansas",Kansas,Osage,0,Maternity Care Desert,GroupLevel0,0,20139,Level of Maternity Care: Maternity Care Desert
20141,"Osborne, Kansas",Kansas,Osborne,0,Maternity Care Desert,GroupLevel0,0,20141,Level of Maternity Care: Maternity Care Desert
20143,"Ottawa, Kansas",Kansas,Ottawa,0,Maternity Care Desert,GroupLevel0,0,20143,Level of Maternity Care: Maternity Care Desert
20145,"Pawnee, Kansas",Kansas,Pawnee,0,Maternity Care Desert,GroupLevel0,0,20145,Level of Maternity Care: Maternity Care Desert
20147,"Phillips, Kansas",Kansas,Phillips,0,Maternity Care Desert,GroupLevel0,0,20147,Level of Maternity Care: Maternity Care Desert
20149,"Pottawatomie, Kansas",Kansas,Pottawatomie,2,Moderate Access to Care,GroupLevel2,2,20149,Level of Maternity Care: Moderate Access to Care
20151,"Pratt, Kansas",Kansas,Pratt,3,Access to Maternity Care,GroupLevel3,3,20151,Level of Maternity Care: Access to Maternity Care
20153,"Rawlins, Kansas",Kansas,Rawlins,0,Maternity Care Desert,GroupLevel0,0,20153,Level of Maternity Care: Maternity Care Desert
20155,"Reno, Kansas",Kansas,Reno,3,Access to Maternity Care,GroupLevel3,3,20155,Level of Maternity Care: Access to Maternity Care
20157,"Republic, Kansas",Kansas,Republic,3,Access to Maternity Care,GroupLevel3,3,20157,Level of Maternity Care: Access to Maternity Care
20159,"Rice, Kansas",Kansas,Rice,3,Access to Maternity Care,GroupLevel3,3,20159,Level of Maternity Care: Access to Maternity Care
20161,"Riley, Kansas",Kansas,Riley,3,Access to Maternity Care,GroupLevel3,3,20161,Level of Maternity Care: Access to Maternity Care
20163,"Rooks, Kansas",Kansas,Rooks,3,Access to Maternity Care,GroupLevel3,3,20163,Level of Maternity Care: Access to Maternity Care
20165,"Rush, Kansas",Kansas,Rush,0,Maternity Care Desert,GroupLevel0,0,20165,Level of Maternity Care: Maternity Care Desert
20167,"Russell, Kansas",Kansas,Russell,0,Maternity Care Desert,GroupLevel0,0,20167,Level of Maternity Care: Maternity Care Desert
20169,"Saline, Kansas",Kansas,Saline,3,Access to Maternity Care,GroupLevel3,3,20169,Level of Maternity Care: Access to Maternity Care
20171,"Scott, Kansas",Kansas,Scott,3,Access to Maternity Care,GroupLevel3,3,20171,Level of Maternity Care: Access to Maternity Care
20173,"Sedgwick, Kansas",Kansas,Sedgwick,3,Access to Maternity Care,GroupLevel3,3,20173,Level of Maternity Care: Access to Maternity Care
20175,"Seward, Kansas",Kansas,Seward,1,Low Access to Care,GroupLevel1,1,20175,Level of Maternity Care: Low Access to Care
20177,"Shawnee, Kansas",Kansas,Shawnee,3,Access to Maternity Care,GroupLevel3,3,20177,Level of Maternity Care: Access to Maternity Care
20179,"Sheridan, Kansas",Kansas,Sheridan,0,Maternity Care Desert,GroupLevel0,0,20179,Level of Maternity Care: Maternity Care Desert
20181,"Sherman, Kansas",Kansas,Sherman,3,Access to Maternity Care,GroupLevel3,3,20181,Level of Maternity Care: Access to Maternity Care
20183,"Smith, Kansas",Kansas,Smith,3,Access to Maternity Care,GroupLevel3,3,20183,Level of Maternity Care: Access to Maternity Care
20185,"Stafford, Kansas",Kansas,Stafford,0,Maternity Care Desert,GroupLevel0,0,20185,Level of Maternity Care: Maternity Care Desert
20187,"Stanton, Kansas",Kansas,Stanton,1,Low Access to Care,GroupLevel1,1,20187,Level of Maternity Care: Low Access to Care
20189,"Stevens, Kansas",Kansas,Stevens,0,Maternity Care Desert,GroupLevel0,0,20189,Level of Maternity Care: Maternity Care Desert
20191,"Sumner, Kansas",Kansas,Sumner,0,Maternity Care Desert,GroupLevel0,0,20191,Level of Maternity Care: Maternity Care Desert
20193,"Thomas, Kansas",Kansas,Thomas,3,Access to Maternity Care,GroupLevel3,3,20193,Level of Maternity Care: Access to Maternity Care
20195,"Trego, Kansas",Kansas,Trego,0,Maternity Care Desert,GroupLevel0,0,20195,Level of Maternity Care: Maternity Care Desert
20197,"Wabaunsee, Kansas",Kansas,Wabaunsee,0,Maternity Care Desert,GroupLevel0,0,20197,Level of Maternity Care: Maternity Care Desert
20199,"Wallace, Kansas",Kansas,Wallace,0,Maternity Care Desert,GroupLevel0,0,20199,Level of Maternity Care: Maternity Care Desert
20201,"Washington, Kansas",Kansas,Washington,3,Access to Maternity Care,GroupLevel3,3,20201,Level of Maternity Care: Access to Maternity Care
20203,"Wichita, Kansas",Kansas,Wichita,0,Maternity Care Desert,GroupLevel0,0,20203,Level of Maternity Care: Maternity Care Desert
20205,"Wilson, Kansas",Kansas,Wilson,0,Maternity Care Desert,GroupLevel0,0,20205,Level of Maternity Care: Maternity Care Desert
20207,"Woodson, Kansas",Kansas,Woodson,3,Access to Maternity Care,GroupLevel3,3,20207,Level of Maternity Care: Access to Maternity Care
20209,"Wyandotte, Kansas",Kansas,Wyandotte,3,Access to Maternity Care,GroupLevel3,3,20209,Level of Maternity Care: Access to Maternity Care
21001,"Adair, Kentucky",Kentucky,Adair,2,Moderate Access to Care,GroupLevel2,2,21001,Level of Maternity Care: Moderate Access to Care
21003,"Allen, Kentucky",Kentucky,Allen,0,Maternity Care Desert,GroupLevel0,0,21003,Level of Maternity Care: Maternity Care Desert
21005,"Anderson, Kentucky",Kentucky,Anderson,0,Maternity Care Desert,GroupLevel0,0,21005,Level of Maternity Care: Maternity Care Desert
21007,"Ballard, Kentucky",Kentucky,Ballard,0,Maternity Care Desert,GroupLevel0,0,21007,Level of Maternity Care: Maternity Care Desert
21009,"Barren, Kentucky",Kentucky,Barren,3,Access to Maternity Care,GroupLevel3,3,21009,Level of Maternity Care: Access to Maternity Care
21011,"Bath, Kentucky",Kentucky,Bath,2,Moderate Access to Care,GroupLevel2,2,21011,Level of Maternity Care: Moderate Access to Care
21013,"Bell, Kentucky",Kentucky,Bell,3,Access to Maternity Care,GroupLevel3,3,21013,Level of Maternity Care: Access to Maternity Care
21015,"Boone, Kentucky",Kentucky,Boone,3,Access to Maternity Care,GroupLevel3,3,21015,Level of Maternity Care: Access to Maternity Care
21017,"Bourbon, Kentucky",Kentucky,Bourbon,0,Maternity Care Desert,GroupLevel0,0,21017,Level of Maternity Care: Maternity Care Desert
21019,"Boyd, Kentucky",Kentucky,Boyd,3,Access to Maternity Care,GroupLevel3,3,21019,Level of Maternity Care: Access to Maternity Care
21021,"Boyle, Kentucky",Kentucky,Boyle,3,Access to Maternity Care,GroupLevel3,3,21021,Level of Maternity Care: Access to Maternity Care
21023,"Bracken, Kentucky",Kentucky,Bracken,0,Maternity Care Desert,GroupLevel0,0,21023,Level of Maternity Care: Maternity Care Desert
21025,"Breathitt, Kentucky",Kentucky,Breathitt,0,Maternity Care Desert,GroupLevel0,0,21025,Level of Maternity Care: Maternity Care Desert
21027,"Breckinridge, Kentucky",Kentucky,Breckinridge,0,Maternity Care Desert,GroupLevel0,0,21027,Level of Maternity Care: Maternity Care Desert
21029,"Bullitt, Kentucky",Kentucky,Bullitt,2,Moderate Access to Care,GroupLevel2,2,21029,Level of Maternity Care: Moderate Access to Care
21031,"Butler, Kentucky",Kentucky,Butler,0,Maternity Care Desert,GroupLevel0,0,21031,Level of Maternity Care: Maternity Care Desert
21033,"Caldwell, Kentucky",Kentucky,Caldwell,3,Access to Maternity Care,GroupLevel3,3,21033,Level of Maternity Care: Access to Maternity Care
21035,"Calloway, Kentucky",Kentucky,Calloway,3,Access to Maternity Care,GroupLevel3,3,21035,Level of Maternity Care: Access to Maternity Care
21037,"Campbell, Kentucky",Kentucky,Campbell,3,Access to Maternity Care,GroupLevel3,3,21037,Level of Maternity Care: Access to Maternity Care
21039,"Carlisle, Kentucky",Kentucky,Carlisle,0,Maternity Care Desert,GroupLevel0,0,21039,Level of Maternity Care: Maternity Care Desert
21041,"Carroll, Kentucky",Kentucky,Carroll,0,Maternity Care Desert,GroupLevel0,0,21041,Level of Maternity Care: Maternity Care Desert
21043,"Carter, Kentucky",Kentucky,Carter,1,Low Access to Care,GroupLevel1,1,21043,Level of Maternity Care: Low Access to Care
21045,"Casey, Kentucky",Kentucky,Casey,1,Low Access to Care,GroupLevel1,1,21045,Level of Maternity Care: Low Access to Care
21047,"Christian, Kentucky",Kentucky,Christian,3,Access to Maternity Care,GroupLevel3,3,21047,Level of Maternity Care: Access to Maternity Care
21049,"Clark, Kentucky",Kentucky,Clark,3,Access to Maternity Care,GroupLevel3,3,21049,Level of Maternity Care: Access to Maternity Care
21051,"Clay, Kentucky",Kentucky,Clay,3,Access to Maternity Care,GroupLevel3,3,21051,Level of Maternity Care: Access to Maternity Care
21053,"Clinton, Kentucky",Kentucky,Clinton,0,Maternity Care Desert,GroupLevel0,0,21053,Level of Maternity Care: Maternity Care Desert
21055,"Crittenden, Kentucky",Kentucky,Crittenden,0,Maternity Care Desert,GroupLevel0,0,21055,Level of Maternity Care: Maternity Care Desert
21057,"Cumberland, Kentucky",Kentucky,Cumberland,0,Maternity Care Desert,GroupLevel0,0,21057,Level of Maternity Care: Maternity Care Desert
21059,"Daviess, Kentucky",Kentucky,Daviess,3,Access to Maternity Care,GroupLevel3,3,21059,Level of Maternity Care: Access to Maternity Care
21061,"Edmonson, Kentucky",Kentucky,Edmonson,0,Maternity Care Desert,GroupLevel0,0,21061,Level of Maternity Care: Maternity Care Desert
21063,"Elliott, Kentucky",Kentucky,Elliott,0,Maternity Care Desert,GroupLevel0,0,21063,Level of Maternity Care: Maternity Care Desert
21065,"Estill, Kentucky",Kentucky,Estill,0,Maternity Care Desert,GroupLevel0,0,21065,Level of Maternity Care: Maternity Care Desert
21067,"Fayette, Kentucky",Kentucky,Fayette,3,Access to Maternity Care,GroupLevel3,3,21067,Level of Maternity Care: Access to Maternity Care
21069,"Fleming, Kentucky",Kentucky,Fleming,0,Maternity Care Desert,GroupLevel0,0,21069,Level of Maternity Care: Maternity Care Desert
21071,"Floyd, Kentucky",Kentucky,Floyd,3,Access to Maternity Care,GroupLevel3,3,21071,Level of Maternity Care: Access to Maternity Care
21073,"Franklin, Kentucky",Kentucky,Franklin,3,Access to Maternity Care,GroupLevel3,3,21073,Level of Maternity Care: Access to Maternity Care
21075,"Fulton, Kentucky",Kentucky,Fulton,0,Maternity Care Desert,GroupLevel0,0,21075,Level of Maternity Care: Maternity Care Desert
21077,"Gallatin, Kentucky",Kentucky,Gallatin,0,Maternity Care Desert,GroupLevel0,0,21077,Level of Maternity Care: Maternity Care Desert
21079,"Garrard, Kentucky",Kentucky,Garrard,0,Maternity Care Desert,GroupLevel0,0,21079,Level of Maternity Care: Maternity Care Desert
21081,"Grant, Kentucky",Kentucky,Grant,0,Maternity Care Desert,GroupLevel0,0,21081,Level of Maternity Care: Maternity Care Desert
21083,"Graves, Kentucky",Kentucky,Graves,3,Access to Maternity Care,GroupLevel3,3,21083,Level of Maternity Care: Access to Maternity Care
21085,"Grayson, Kentucky",Kentucky,Grayson,2,Moderate Access to Care,GroupLevel2,2,21085,Level of Maternity Care: Moderate Access to Care
21087,"Green, Kentucky",Kentucky,Green,0,Maternity Care Desert,GroupLevel0,0,21087,Level of Maternity Care: Maternity Care Desert
21089,"Greenup, Kentucky",Kentucky,Greenup,0,Maternity Care Desert,GroupLevel0,0,21089,Level of Maternity Care: Maternity Care Desert
21091,"Hancock, Kentucky",Kentucky,Hancock,0,Maternity Care Desert,GroupLevel0,0,21091,Level of Maternity Care: Maternity Care Desert
21093,"Hardin, Kentucky",Kentucky,Hardin,3,Access to Maternity Care,GroupLevel3,3,21093,Level of Maternity Care: Access to Maternity Care
21095,"Harlan, Kentucky",Kentucky,Harlan,3,Access to Maternity Care,GroupLevel3,3,21095,Level of Maternity Care: Access to Maternity Care
21097,"Harrison, Kentucky",Kentucky,Harrison,3,Access to Maternity Care,GroupLevel3,3,21097,Level of Maternity Care: Access to Maternity Care
21099,"Hart, Kentucky",Kentucky,Hart,0,Maternity Care Desert,GroupLevel0,0,21099,Level of Maternity Care: Maternity Care Desert
21101,"Henderson, Kentucky",Kentucky,Henderson,3,Access to Maternity Care,GroupLevel3,3,21101,Level of Maternity Care: Access to Maternity Care
21103,"Henry, Kentucky",Kentucky,Henry,0,Maternity Care Desert,GroupLevel0,0,21103,Level of Maternity Care: Maternity Care Desert
21105,"Hickman, Kentucky",Kentucky,Hickman,0,Maternity Care Desert,GroupLevel0,0,21105,Level of Maternity Care: Maternity Care Desert
21107,"Hopkins, Kentucky",Kentucky,Hopkins,3,Access to Maternity Care,GroupLevel3,3,21107,Level of Maternity Care: Access to Maternity Care
21109,"Jackson, Kentucky",Kentucky,Jackson,2,Moderate Access to Care,GroupLevel2,2,21109,Level of Maternity Care: Moderate Access to Care
21111,"Jefferson, Kentucky",Kentucky,Jefferson,3,Access to Maternity Care,GroupLevel3,3,21111,Level of Maternity Care: Access to Maternity Care
21113,"Jessamine, Kentucky",Kentucky,Jessamine,2,Moderate Access to Care,GroupLevel2,2,21113,Level of Maternity Care: Moderate Access to Care
21115,"Johnson, Kentucky",Kentucky,Johnson,3,Access to Maternity Care,GroupLevel3,3,21115,Level of Maternity Care: Access to Maternity Care
21117,"Kenton, Kentucky",Kentucky,Kenton,3,Access to Maternity Care,GroupLevel3,3,21117,Level of Maternity Care: Access to Maternity Care
21119,"Knott, Kentucky",Kentucky,Knott,0,Maternity Care Desert,GroupLevel0,0,21119,Level of Maternity Care: Maternity Care Desert
21121,"Knox, Kentucky",Kentucky,Knox,2,Moderate Access to Care,GroupLevel2,2,21121,Level of Maternity Care: Moderate Access to Care
21123,"Larue, Kentucky",Kentucky,Larue,0,Maternity Care Desert,GroupLevel0,0,21123,Level of Maternity Care: Maternity Care Desert
21125,"Laurel, Kentucky",Kentucky,Laurel,3,Access to Maternity Care,GroupLevel3,3,21125,Level of Maternity Care: Access to Maternity Care
21127,"Lawrence, Kentucky",Kentucky,Lawrence,3,Access to Maternity Care,GroupLevel3,3,21127,Level of Maternity Care: Access to Maternity Care
21129,"Lee, Kentucky",Kentucky,Lee,0,Maternity Care Desert,GroupLevel0,0,21129,Level of Maternity Care: Maternity Care Desert
21131,"Leslie, Kentucky",Kentucky,Leslie,3,Access to Maternity Care,GroupLevel3,3,21131,Level of Maternity Care: Access to Maternity Care
21133,"Letcher, Kentucky",Kentucky,Letcher,3,Access to Maternity Care,GroupLevel3,3,21133,Level of Maternity Care: Access to Maternity Care
21135,"Lewis, Kentucky",Kentucky,Lewis,0,Maternity Care Desert,GroupLevel0,0,21135,Level of Maternity Care: Maternity Care Desert
21137,"Lincoln, Kentucky",Kentucky,Lincoln,3,Access to Maternity Care,GroupLevel3,3,21137,Level of Maternity Care: Access to Maternity Care
21139,"Livingston, Kentucky",Kentucky,Livingston,0,Maternity Care Desert,GroupLevel0,0,21139,Level of Maternity Care: Maternity Care Desert
21141,"Logan, Kentucky",Kentucky,Logan,0,Maternity Care Desert,GroupLevel0,0,21141,Level of Maternity Care: Maternity Care Desert
21143,"Lyon, Kentucky",Kentucky,Lyon,0,Maternity Care Desert,GroupLevel0,0,21143,Level of Maternity Care: Maternity Care Desert
21151,"Madison, Kentucky",Kentucky,Madison,3,Access to Maternity Care,GroupLevel3,3,21151,Level of Maternity Care: Access to Maternity Care
21153,"Magoffin, Kentucky",Kentucky,Magoffin,0,Maternity Care Desert,GroupLevel0,0,21153,Level of Maternity Care: Maternity Care Desert
21155,"Marion, Kentucky",Kentucky,Marion,3,Access to Maternity Care,GroupLevel3,3,21155,Level of Maternity Care: Access to Maternity Care
21157,"Marshall, Kentucky",Kentucky,Marshall,0,Maternity Care Desert,GroupLevel0,0,21157,Level of Maternity Care: Maternity Care Desert
21159,"Martin, Kentucky",Kentucky,Martin,0,Maternity Care Desert,GroupLevel0,0,21159,Level of Maternity Care: Maternity Care Desert
21161,"Mason, Kentucky",Kentucky,Mason,3,Access to Maternity Care,GroupLevel3,3,21161,Level of Maternity Care: Access to Maternity Care
21145,"McCracken, Kentucky",Kentucky,McCracken,3,Access to Maternity Care,GroupLevel3,3,21145,Level of Maternity Care: Access to Maternity Care
21147,"McCreary, Kentucky",Kentucky,McCreary,0,Maternity Care Desert,GroupLevel0,0,21147,Level of Maternity Care: Maternity Care Desert
21149,"McLean, Kentucky",Kentucky,McLean,0,Maternity Care Desert,GroupLevel0,0,21149,Level of Maternity Care: Maternity Care Desert
21163,"Meade, Kentucky",Kentucky,Meade,0,Maternity Care Desert,GroupLevel0,0,21163,Level of Maternity Care: Maternity Care Desert
21165,"Menifee, Kentucky",Kentucky,Menifee,0,Maternity Care Desert,GroupLevel0,0,21165,Level of Maternity Care: Maternity Care Desert
21167,"Mercer, Kentucky",Kentucky,Mercer,0,Maternity Care Desert,GroupLevel0,0,21167,Level of Maternity Care: Maternity Care Desert
21169,"Metcalfe, Kentucky",Kentucky,Metcalfe,0,Maternity Care Desert,GroupLevel0,0,21169,Level of Maternity Care: Maternity Care Desert
21171,"Monroe, Kentucky",Kentucky,Monroe,0,Maternity Care Desert,GroupLevel0,0,21171,Level of Maternity Care: Maternity Care Desert
21173,"Montgomery, Kentucky",Kentucky,Montgomery,2,Moderate Access to Care,GroupLevel2,2,21173,Level of Maternity Care: Moderate Access to Care
21175,"Morgan, Kentucky",Kentucky,Morgan,0,Maternity Care Desert,GroupLevel0,0,21175,Level of Maternity Care: Maternity Care Desert
21177,"Muhlenberg, Kentucky",Kentucky,Muhlenberg,2,Moderate Access to Care,GroupLevel2,2,21177,Level of Maternity Care: Moderate Access to Care
21179,"Nelson, Kentucky",Kentucky,Nelson,3,Access to Maternity Care,GroupLevel3,3,21179,Level of Maternity Care: Access to Maternity Care
21181,"Nicholas, Kentucky",Kentucky,Nicholas,0,Maternity Care Desert,GroupLevel0,0,21181,Level of Maternity Care: Maternity Care Desert
21183,"Ohio, Kentucky",Kentucky,Ohio,0,Maternity Care Desert,GroupLevel0,0,21183,Level of Maternity Care: Maternity Care Desert
21185,"Oldham, Kentucky",Kentucky,Oldham,3,Access to Maternity Care,GroupLevel3,3,21185,Level of Maternity Care: Access to Maternity Care
21187,"Owen, Kentucky",Kentucky,Owen,0,Maternity Care Desert,GroupLevel0,0,21187,Level of Maternity Care: Maternity Care Desert
21189,"Owsley, Kentucky",Kentucky,Owsley,0,Maternity Care Desert,GroupLevel0,0,21189,Level of Maternity Care: Maternity Care Desert
21191,"Pendleton, Kentucky",Kentucky,Pendleton,0,Maternity Care Desert,GroupLevel0,0,21191,Level of Maternity Care: Maternity Care Desert
21193,"Perry, Kentucky",Kentucky,Perry,3,Access to Maternity Care,GroupLevel3,3,21193,Level of Maternity Care: Access to Maternity Care
21195,"Pike, Kentucky",Kentucky,Pike,3,Access to Maternity Care,GroupLevel3,3,21195,Level of Maternity Care: Access to Maternity Care
21197,"Powell, Kentucky",Kentucky,Powell,0,Maternity Care Desert,GroupLevel0,0,21197,Level of Maternity Care: Maternity Care Desert
21199,"Pulaski, Kentucky",Kentucky,Pulaski,3,Access to Maternity Care,GroupLevel3,3,21199,Level of Maternity Care: Access to Maternity Care
21201,"Robertson, Kentucky",Kentucky,Robertson,0,Maternity Care Desert,GroupLevel0,0,21201,Level of Maternity Care: Maternity Care Desert
21203,"Rockcastle, Kentucky",Kentucky,Rockcastle,0,Maternity Care Desert,GroupLevel0,0,21203,Level of Maternity Care: Maternity Care Desert
21205,"Rowan, Kentucky",Kentucky,Rowan,3,Access to Maternity Care,GroupLevel3,3,21205,Level of Maternity Care: Access to Maternity Care
21207,"Russell, Kentucky",Kentucky,Russell,0,Maternity Care Desert,GroupLevel0,0,21207,Level of Maternity Care: Maternity Care Desert
21209,"Scott, Kentucky",Kentucky,Scott,2,Moderate Access to Care,GroupLevel2,2,21209,Level of Maternity Care: Moderate Access to Care
21211,"Shelby, Kentucky",Kentucky,Shelby,2,Moderate Access to Care,GroupLevel2,2,21211,Level of Maternity Care: Moderate Access to Care
21213,"Simpson, Kentucky",Kentucky,Simpson,0,Maternity Care Desert,GroupLevel0,0,21213,Level of Maternity Care: Maternity Care Desert
21215,"Spencer, Kentucky",Kentucky,Spencer,0,Maternity Care Desert,GroupLevel0,0,21215,Level of Maternity Care: Maternity Care Desert
21217,"Taylor, Kentucky",Kentucky,Taylor,3,Access to Maternity Care,GroupLevel3,3,21217,Level of Maternity Care: Access to Maternity Care
21219,"Todd, Kentucky",Kentucky,Todd,1,Low Access to Care,GroupLevel1,1,21219,Level of Maternity Care: Low Access to Care
21221,"Trigg, Kentucky",Kentucky,Trigg,3,Access to Maternity Care,GroupLevel3,3,21221,Level of Maternity Care: Access to Maternity Care
21223,"Trimble, Kentucky",Kentucky,Trimble,3,Access to Maternity Care,GroupLevel3,3,21223,Level of Maternity Care: Access to Maternity Care
21225,"Union, Kentucky",Kentucky,Union,3,Access to Maternity Care,GroupLevel3,3,21225,Level of Maternity Care: Access to Maternity Care
21227,"Warren, Kentucky",Kentucky,Warren,3,Access to Maternity Care,GroupLevel3,3,21227,Level of Maternity Care: Access to Maternity Care
21229,"Washington, Kentucky",Kentucky,Washington,0,Maternity Care Desert,GroupLevel0,0,21229,Level of Maternity Care: Maternity Care Desert
21231,"Wayne, Kentucky",Kentucky,Wayne,0,Maternity Care Desert,GroupLevel0,0,21231,Level of Maternity Care: Maternity Care Desert
21233,"Webster, Kentucky",Kentucky,Webster,0,Maternity Care Desert,GroupLevel0,0,21233,Level of Maternity Care: Maternity Care Desert
21235,"Whitley, Kentucky",Kentucky,Whitley,3,Access to Maternity Care,GroupLevel3,3,21235,Level of Maternity Care: Access to Maternity Care
21237,"Wolfe, Kentucky",Kentucky,Wolfe,0,Maternity Care Desert,GroupLevel0,0,21237,Level of Maternity Care: Maternity Care Desert
21239,"Woodford, Kentucky",Kentucky,Woodford,3,Access to Maternity Care,GroupLevel3,3,21239,Level of Maternity Care: Access to Maternity Care
22001,"Acadia, Louisiana",Louisiana,Acadia,2,Moderate Access to Care,GroupLevel2,2,22001,Level of Maternity Care: Moderate Access to Care
22003,"Allen, Louisiana",Louisiana,Allen,0,Maternity Care Desert,GroupLevel0,0,22003,Level of Maternity Care: Maternity Care Desert
22005,"Ascension, Louisiana",Louisiana,Ascension,2,Moderate Access to Care,GroupLevel2,2,22005,Level of Maternity Care: Moderate Access to Care
22007,"Assumption, Louisiana",Louisiana,Assumption,0,Maternity Care Desert,GroupLevel0,0,22007,Level of Maternity Care: Maternity Care Desert
22009,"Avoyelles, Louisiana",Louisiana,Avoyelles,0,Maternity Care Desert,GroupLevel0,0,22009,Level of Maternity Care: Maternity Care Desert
22011,"Beauregard, Louisiana",Louisiana,Beauregard,3,Access to Maternity Care,GroupLevel3,3,22011,Level of Maternity Care: Access to Maternity Care
22013,"Bienville, Louisiana",Louisiana,Bienville,0,Maternity Care Desert,GroupLevel0,0,22013,Level of Maternity Care: Maternity Care Desert
22015,"Bossier, Louisiana",Louisiana,Bossier,3,Access to Maternity Care,GroupLevel3,3,22015,Level of Maternity Care: Access to Maternity Care
22017,"Caddo, Louisiana",Louisiana,Caddo,3,Access to Maternity Care,GroupLevel3,3,22017,Level of Maternity Care: Access to Maternity Care
22019,"Calcasieu, Louisiana",Louisiana,Calcasieu,3,Access to Maternity Care,GroupLevel3,3,22019,Level of Maternity Care: Access to Maternity Care
22021,"Caldwell, Louisiana",Louisiana,Caldwell,0,Maternity Care Desert,GroupLevel0,0,22021,Level of Maternity Care: Maternity Care Desert
22023,"Cameron, Louisiana",Louisiana,Cameron,0,Maternity Care Desert,GroupLevel0,0,22023,Level of Maternity Care: Maternity Care Desert
22025,"Catahoula, Louisiana",Louisiana,Catahoula,3,Access to Maternity Care,GroupLevel3,3,22025,Level of Maternity Care: Access to Maternity Care
22027,"Claiborne, Louisiana",Louisiana,Claiborne,0,Maternity Care Desert,GroupLevel0,0,22027,Level of Maternity Care: Maternity Care Desert
22029,"Concordia, Louisiana",Louisiana,Concordia,0,Maternity Care Desert,GroupLevel0,0,22029,Level of Maternity Care: Maternity Care Desert
22031,"De Soto, Louisiana",Louisiana,De Soto,0,Maternity Care Desert,GroupLevel0,0,22031,Level of Maternity Care: Maternity Care Desert
22033,"East Baton Rouge, Louisiana",Louisiana,East Baton Rouge,3,Access to Maternity Care,GroupLevel3,3,22033,Level of Maternity Care: Access to Maternity Care
